EventType,Value,FrameNum
frame_time_ms,12.013018,691
frame_time_ms,12.246013,692
frame_time_ms,12.052000,693
frame_time_ms,11.880994,694
frame_time_ms,12.441993,695
frame_time_ms,12.836992,696
frame_time_ms,11.983991,697
frame_time_ms,12.075006,698
frame_time_ms,11.745989,699
frame_time_ms,12.363016,700
frame_time_ms,12.062967,701
frame_time_ms,11.964977,702
frame_time_ms,11.884987,703
frame_time_ms,12.184024,704
frame_time_ms,12.271047,705
frame_time_ms,11.968017,706
frame_time_ms,12.331009,707
frame_time_ms,11.747003,708
frame_time_ms,11.864006,709
frame_time_ms,11.837006,710
frame_time_ms,12.188017,711
frame_time_ms,11.700988,712
frame_time_ms,12.463987,713
frame_time_ms,11.945009,714
frame_time_ms,12.269974,715
frame_time_ms,11.776983,716
frame_time_ms,11.949003,717
frame_time_ms,11.815012,718
frame_time_ms,12.016953,719
frame_time_ms,11.686028,720
frame_time_ms,11.955023,721
frame_time_ms,12.430012,722
frame_time_ms,12.235999,723
frame_time_ms,11.933983,724
frame_time_ms,11.707008,725
frame_time_ms,11.979998,726
frame_time_ms,11.980951,727
frame_time_ms,12.061000,728
frame_time_ms,12.337982,729
frame_time_ms,12.099981,730
frame_time_ms,12.181997,731
frame_time_ms,12.006998,732
frame_time_ms,12.187004,733
frame_time_ms,12.660980,734
frame_time_ms,11.716008,735
frame_time_ms,12.001038,736
frame_time_ms,11.659980,737
frame_time_ms,12.221992,738
frame_time_ms,11.763037,739
frame_time_ms,11.969030,740
frame_time_ms,12.089968,741
frame_time_ms,12.493968,742
frame_time_ms,11.893988,743
frame_time_ms,11.970997,744
frame_time_ms,11.887968,745
frame_time_ms,12.327969,746
frame_time_ms,12.248993,747
frame_time_ms,11.997044,748
frame_time_ms,11.777997,749
frame_time_ms,12.304008,750
frame_time_ms,11.922956,751
frame_time_ms,12.116014,752
frame_time_ms,11.886001,753
frame_time_ms,12.694001,754
frame_time_ms,11.879026,755
frame_time_ms,12.019038,756
frame_time_ms,11.913002,757
frame_time_ms,12.475014,758
frame_time_ms,12.046993,759
frame_time_ms,12.275993,760
frame_time_ms,12.162983,761
frame_time_ms,12.489975,762
frame_time_ms,11.961996,763
frame_time_ms,12.785971,764
frame_time_ms,12.519002,765
frame_time_ms,12.427032,766
frame_time_ms,12.104988,767
frame_time_ms,12.067020,768
frame_time_ms,11.858046,769
frame_time_ms,12.579977,770
frame_time_ms,12.107015,771
frame_time_ms,12.257040,772
frame_time_ms,12.501955,773
frame_time_ms,13.212025,774
